Alter;Geschlecht;Größe;Gewicht;Alkohol;Fastfood;Gemüse;Hauptmahlzeiten;Kalorienzählen;Rauchen;Wasser;Familie;Aktivität;Bildschirmzeit;Zwischenmahlzeit;Transportmittel;Gewichtsklasse
19;m;1,7;78;manchmal;nein;1,1;2,49;nein;nein;2,45;ja;0;0,7261;manchmal;ÖPV;Übergewicht_II
46;m;1,72;88,6;nie;ja;2,13;3;nein;nein;1,57;ja;0,8701;0;manchmal;PKW;Übergewicht_II
18;m;1,73;84,1;manchmal;nein;2,02;2,84;nein;nein;2,83;ja;1;0,6086;manchmal;ÖPV;Übergewicht_II
19;m;1,7;79,7;nie;nein;2,74;2,16;nein;nein;1,09;ja;0,1102;0,0037;manchmal;ÖPV;Übergewicht_II
38;w;1,7;78,6;nie;ja;3;3;nein;nein;2,5;ja;0;0;manchmal;PKW;Übergewicht_II
23;m;1,82;96,9;manchmal;ja;1,59;2,6;nein;nein;2,47;ja;1,7365;1,8869;manchmal;ÖPV;Übergewicht_II
33;m;1,71;83;nie;ja;2;1,17;nein;nein;2,41;ja;2,3003;0;manchmal;PKW;Übergewicht_II
37;w;1,67;81;nie;ja;2,01;2,78;nein;nein;1,65;ja;0;0,791;manchmal;PKW;Übergewicht_II
19;w;1,59;73,9;manchmal;nein;3;3,36;nein;nein;2;ja;2,8929;1;manchmal;ÖPV;Übergewicht_II
37;m;1,84;92,4;manchmal;ja;2;1,67;nein;nein;2,77;ja;1;0,0271;manchmal;PKW;Übergewicht_II
25;m;1,71;83,5;manchmal;ja;2,69;2,71;nein;nein;2,28;ja;0,9707;0,8285;manchmal;ÖPV;Übergewicht_II
18;m;1,68;79,8;manchmal;ja;2,41;2,52;nein;nein;1,99;ja;0,0071;0,9655;manchmal;ÖPV;Übergewicht_II
27;m;1,84;97,6;manchmal;ja;2,92;1,34;nein;nein;1,94;ja;1,9318;1;manchmal;ÖPV;Übergewicht_II
18;m;1,74;86,6;manchmal;ja;3;3;nein;nein;2;ja;2,0408;0,8603;manchmal;ÖPV;Übergewicht_II
33;m;1,74;84,8;nie;ja;2;3;nein;nein;2,04;ja;1,2107;0;manchmal;PKW;Übergewicht_II
18;m;1,76;86,1;manchmal;ja;2,88;3;nein;nein;2,45;ja;1;0,7467;manchmal;ÖPV;Übergewicht_II
30;m;1,81;92,9;manchmal;ja;2;3;nein;nein;1,62;ja;0,0337;0,1059;manchmal;ÖPV;Übergewicht_II
25;m;1,76;88,5;manchmal;ja;1,97;1,08;nein;nein;2;ja;0;0,464;manchmal;ÖPV;Übergewicht_II
18;w;1,54;71,8;nie;nein;3;3,09;nein;nein;2;ja;1,4039;1;manchmal;ÖPV;Übergewicht_II
35;w;1,65;79,4;nie;ja;2,16;2,91;nein;nein;1,22;ja;0,5033;1,7961;manchmal;PKW;Übergewicht_II
24;m;1,73;84,6;manchmal;ja;2,99;3;nein;nein;2,41;ja;0,4582;0,6883;manchmal;ÖPV;Übergewicht_II
39;w;1,71;85,7;nie;ja;2,94;1,47;nein;nein;2,44;ja;0,6753;0,7793;manchmal;PKW;Übergewicht_II
21;m;1,78;89,7;manchmal;ja;1,78;1,47;nein;nein;2;ja;0,4676;0,5687;manchmal;ÖPV;Übergewicht_II
23;m;1,76;89,7;manchmal;ja;2,16;2,98;nein;nein;2,17;ja;0,7529;0;manchmal;ÖPV;Übergewicht_II
21;m;1,7;80;nie;ja;2;3;nein;nein;2;ja;2,8478;1,4134;manchmal;ÖPV;Übergewicht_II
21;m;1,72;80;nie;ja;2;2,78;nein;nein;2;ja;2,5366;1,2065;manchmal;ÖPV;Übergewicht_II
33;m;1,9;99,8;manchmal;ja;2;1,86;nein;nein;2,2;ja;1;0;manchmal;PKW;Übergewicht_II
33;m;1,74;83,4;nie;ja;2,25;3,05;nein;nein;1,92;ja;0,408;0;manchmal;PKW;Übergewicht_II
30;m;1,75;83,3;nie;ja;2,01;3,17;nein;nein;1,84;ja;0,89;0,396;manchmal;PKW;Übergewicht_II
21;m;1,72;80;nie;ja;2;3;nein;nein;2;ja;2,2706;1,343;manchmal;ÖPV;Übergewicht_II
23;w;1,65;80;nie;ja;2;3;nein;nein;2;ja;0,1469;2;manchmal;ÖPV;Übergewicht_II
24;w;1,58;65,3;nie;nein;2,03;2,74;nein;nein;2;ja;1,2766;1,0195;manchmal;ÖPV;Übergewicht_II
37;m;1,75;83,3;nie;ja;2,75;1,06;nein;nein;2,27;ja;0,8856;0,6734;manchmal;PKW;Übergewicht_II
34;m;1,84;91,8;manchmal;ja;2;3;nein;nein;1,26;ja;0,9352;0,9976;manchmal;PKW;Übergewicht_II
21;w;1,52;64,7;nie;nein;2,12;1,67;nein;nein;2;ja;1,5824;1,3134;manchmal;ÖPV;Übergewicht_II
22;w;1,48;62,9;nie;nein;2;1,68;nein;nein;1,83;ja;0,2819;0,5758;manchmal;ÖPV;Übergewicht_II
20;m;1,76;87,9;manchmal;ja;2,33;3;nein;nein;3;ja;2,406;0,4415;manchmal;ÖPV;Übergewicht_II
19;w;1,56;70,4;nie;nein;2,75;3,07;nein;nein;1,96;ja;1,1458;1;manchmal;ÖPV;Übergewicht_II
21;w;1,55;67,5;nie;nein;2,3;3;nein;nein;1,16;ja;1,9264;1,1199;manchmal;ÖPV;Übergewicht_II
22;m;1,79;90;manchmal;ja;1,9;2,61;nein;nein;1,2;ja;0;1,8953;manchmal;ÖPV;Übergewicht_II
22;m;1,78;89,8;manchmal;ja;1,98;1,6;nein;nein;2;ja;0,1705;0,8195;manchmal;ÖPV;Übergewicht_II
23;w;1,7;80,5;nie;ja;2;2,82;nein;nein;1,62;ja;0,4639;1,4627;manchmal;ÖPV;Übergewicht_II
23;m;1,67;80,9;nie;ja;2;2,4;nein;nein;1,4;ja;0,7887;1,5444;manchmal;ÖPV;Übergewicht_II
24;m;1,7;84,8;manchmal;ja;2;3;nein;nein;2,06;ja;0;1;manchmal;ÖPV;Übergewicht_II
24;m;1,72;84;manchmal;ja;2,41;2,84;nein;nein;1,98;ja;0,8687;0,0894;manchmal;ÖPV;Übergewicht_II
27;w;1,7;78;häufig;ja;2,73;3;nein;nein;3;ja;0,8977;0,9083;manchmal;ÖPV;Übergewicht_II
31;m;1,8;91,1;manchmal;ja;2;3;nein;nein;1,2;ja;0,0477;0,1633;manchmal;ÖPV;Übergewicht_II
24;w;1,7;80,4;manchmal;ja;2;3;nein;nein;2,39;ja;0,9262;1,344;manchmal;ÖPV;Übergewicht_II
26;w;1,7;78;häufig;ja;2,78;3;nein;nein;2,17;ja;0,856;0,8397;manchmal;PKW;Übergewicht_II
18;m;1,71;83,3;manchmal;ja;2,01;2,72;nein;nein;1,66;ja;1;0,6047;manchmal;ÖPV;Übergewicht_II
19;m;1,66;77,5;manchmal;nein;2,01;1,4;nein;nein;3;ja;0,1124;0,328;manchmal;ÖPV;Übergewicht_II
25;m;1,84;96;manchmal;ja;1,12;2,87;nein;nein;2;ja;1,2878;1,9442;manchmal;ÖPV;Übergewicht_II
23;m;1,81;91,4;manchmal;ja;1,96;1,84;nein;nein;1,86;ja;0;1,6677;manchmal;ÖPV;Übergewicht_II
24;m;1,71;85,1;manchmal;ja;2,32;2,88;nein;nein;2,15;ja;0,3255;0,9542;manchmal;ÖPV;Übergewicht_II
23;m;1,79;89,9;manchmal;ja;1,9;2,38;nein;nein;1,4;ja;0;1,3658;manchmal;ÖPV;Übergewicht_II
24;w;1,7;81,1;manchmal;ja;2,04;2,98;nein;nein;1,52;ja;0,5014;1,0291;manchmal;ÖPV;Übergewicht_II
34;m;1,69;84,5;nie;ja;2,13;2,69;nein;nein;2,61;ja;1,1708;0,2909;manchmal;PKW;Übergewicht_II
25;w;1,69;78,4;häufig;ja;2,18;2,83;nein;nein;2,46;ja;0,0388;0,524;manchmal;ÖPV;Übergewicht_II
55;m;1,67;80,4;nie;ja;2;3;nein;nein;2;ja;1;0;manchmal;PKW;Übergewicht_II
35;m;1,77;85;nie;ja;2,8;3;nein;nein;2,98;ja;1,9747;0,9369;manchmal;PKW;Übergewicht_II
22;m;1,65;80;nie;ja;2;3;nein;nein;2;ja;0,5273;2;manchmal;ÖPV;Übergewicht_II
18;m;1,66;79,9;nie;nein;2,49;2,27;nein;nein;1,99;ja;1,4525;0,8646;manchmal;ÖPV;Übergewicht_II
42;w;1,68;79,8;nie;ja;2,73;3;nein;nein;1,3;ja;0;1,1033;manchmal;PKW;Übergewicht_II
21;m;1,69;80,3;nie;ja;2;2,65;nein;nein;2;ja;2,6275;1,3588;manchmal;ÖPV;Übergewicht_II
28;w;1,51;63,9;nie;nein;2;1;nein;nein;1,28;ja;0,0211;0;manchmal;ÖPV;Übergewicht_II
25;w;1,51;63,7;nie;nein;2;1,19;nein;nein;1,85;ja;0,5464;0,2357;manchmal;ÖPV;Übergewicht_II
22;w;1,49;62,3;nie;nein;2;1,48;nein;nein;2;ja;0,3247;0,5174;manchmal;ÖPV;Übergewicht_II
21;w;1,51;64,9;nie;nein;2,29;3,21;nein;nein;2;ja;1,1031;1,261;manchmal;ÖPV;Übergewicht_II
23;m;1,69;81;nie;ja;2;2,76;nein;nein;1,61;ja;0,433;1,7496;manchmal;ÖPV;Übergewicht_II
23;m;1,72;82,3;manchmal;ja;2,32;2,66;nein;nein;1,57;ja;0,95;0,5449;manchmal;ÖPV;Übergewicht_II
38;w;1,7;78,2;nie;ja;3;3;nein;nein;2,17;ja;0;0;manchmal;PKW;Übergewicht_II
38;w;1,68;79,1;nie;ja;2,8;3;nein;nein;1,74;ja;0;0,7212;manchmal;PKW;Übergewicht_II
34;w;1,68;77,4;nie;ja;2,8;1,97;nein;nein;1,92;ja;0,9352;0,7046;manchmal;PKW;Übergewicht_II
34;w;1,65;79,7;nie;ja;2,09;1,82;nein;nein;2,09;ja;0,3054;1,0408;manchmal;PKW;Übergewicht_II
32;m;1,84;98,3;manchmal;ja;2,33;1,82;nein;nein;2,56;ja;1,3272;0,4814;manchmal;PKW;Übergewicht_II
33;m;1,84;97,4;manchmal;ja;2;1,72;nein;nein;3;ja;1;0;manchmal;PKW;Übergewicht_II
19;w;1,56;71,8;nie;nein;3;3,13;nein;nein;2;ja;1,6341;1;manchmal;ÖPV;Übergewicht_II
20;w;1,59;72,7;manchmal;nein;3;3,86;nein;nein;2;ja;1,3242;1;manchmal;ÖPV;Übergewicht_II
20;m;1,7;78;manchmal;nein;1,65;2,75;nein;nein;2,19;ja;1,4749;0,5185;manchmal;ÖPV;Übergewicht_II
48;m;1,74;84,7;nie;ja;2,54;3;nein;nein;1,15;ja;0,3138;0;manchmal;PKW;Übergewicht_II
18;m;1,74;85;manchmal;nein;2;3;nein;nein;2,98;ja;1;0,122;manchmal;ÖPV;Übergewicht_II
18;m;1,75;85;manchmal;ja;2,77;3;nein;nein;2,85;ja;1;0,4268;manchmal;ÖPV;Übergewicht_II
20;m;1,72;80,8;nie;ja;2,22;2,12;nein;nein;1,81;ja;1,9106;0,9717;manchmal;ÖPV;Übergewicht_II
34;w;1,68;77,4;nie;ja;3;2,05;nein;nein;2;ja;1,6374;0,1072;manchmal;PKW;Übergewicht_II
17;m;1,8;95,4;manchmal;ja;2;3;nein;nein;3;ja;1,0473;0,9338;manchmal;ÖPV;Übergewicht_II
33;m;1,71;83;nie;ja;2;1,04;nein;nein;2,01;ja;2,8058;0;manchmal;PKW;Übergewicht_II
35;m;1,75;84,8;nie;ja;2,63;2,98;nein;nein;2,78;ja;2,6677;0,9052;manchmal;PKW;Übergewicht_II
36;m;1,69;83,3;nie;ja;2;1,01;nein;nein;2,14;ja;1,0603;0;manchmal;PKW;Übergewicht_II
19;w;1,6;73,5;manchmal;nein;2,94;2,67;nein;nein;2,18;ja;1,5244;0,805;manchmal;ÖPV;Übergewicht_II
19;w;1,55;73;manchmal;nein;3;3;nein;nein;2;ja;2,2742;1;manchmal;ÖPV;Übergewicht_II
32;m;1,83;91,5;manchmal;ja;2;2,7;nein;nein;2,04;ja;0,5984;0,017;manchmal;PKW;Übergewicht_II
23;m;1,71;82,1;manchmal;ja;2,72;2,6;nein;nein;2,91;ja;1,6004;0,1769;manchmal;ÖPV;Übergewicht_II
20;m;1,68;79,6;nie;nein;1,84;3;nein;nein;2;ja;1,1945;1,2128;manchmal;ÖPV;Übergewicht_II
20;m;1,71;78;manchmal;nein;1,94;2,84;nein;nein;2,16;ja;1,4758;0,6465;manchmal;ÖPV;Übergewicht_II
30;m;1,84;93,6;manchmal;ja;2,05;2,95;nein;nein;1,31;ja;1,4425;0,9345;manchmal;ÖPV;Übergewicht_II
27;m;1,83;99,1;manchmal;ja;2,76;1;nein;nein;1,34;ja;1,8989;0,4874;manchmal;ÖPV;Übergewicht_II
21;m;1,72;82,3;manchmal;ja;2,09;1,87;nein;nein;2;ja;2,0797;0,8804;manchmal;ÖPV;Übergewicht_II
33;m;1,69;84;nie;ja;2;2,47;nein;nein;2,45;ja;0,9328;0;manchmal;PKW;Übergewicht_II
18;m;1,75;86,4;manchmal;ja;2,91;3;nein;nein;2,74;ja;1,2198;0,0376;manchmal;ÖPV;Übergewicht_II
32;m;1,76;87,9;manchmal;ja;2;1,8;nein;nein;1,86;ja;1,0836;0,2186;manchmal;ÖPV;Übergewicht_II
32;m;1,85;98,9;manchmal;ja;2,4;2,62;nein;nein;2,54;ja;1,0308;0,6063;manchmal;PKW;Übergewicht_II
24;m;1,79;89,4;manchmal;ja;1,52;2,17;nein;nein;2;ja;0;0,6325;manchmal;ÖPV;Übergewicht_II
24;m;1,72;85,3;manchmal;ja;2;2,68;nein;nein;2,08;ja;0,6322;0,9938;manchmal;ÖPV;Übergewicht_II
19;w;1,55;69,9;nie;nein;2,5;3,39;nein;nein;1,34;ja;0,9329;1;manchmal;ÖPV;Übergewicht_II
35;w;1,66;80,1;nie;ja;2;3;nein;nein;1,99;ja;0,0392;1,5287;manchmal;PKW;Übergewicht_II
34;w;1,68;77,4;nie;ja;2,77;2,14;nein;nein;1,87;ja;0,967;0,6919;manchmal;PKW;Übergewicht_II
24;m;1,73;82,5;manchmal;ja;2,74;2,94;nein;nein;1,99;ja;1;0,0236;manchmal;ÖPV;Übergewicht_II
40;m;1,72;86,5;nie;ja;2,33;1,31;nein;nein;1,95;ja;0,6043;0;manchmal;PKW;Übergewicht_II
46;w;1,69;80,4;nie;ja;2,08;3;nein;nein;1,03;ja;0,6478;0;manchmal;PKW;Übergewicht_II
26;m;1,77;105;manchmal;ja;3;3;nein;nein;2,05;ja;1,7259;1,6196;manchmal;ÖPV;Adipositas_I
26;m;1,84;105,7;manchmal;ja;3;3;nein;nein;2,51;ja;2;1,5648;manchmal;ÖPV;Adipositas_I
31;m;1,78;102,9;manchmal;ja;2,27;3;nein;nein;1,77;ja;2;0,4138;manchmal;PKW;Adipositas_I
40;m;1,79;101,8;manchmal;ja;2,33;2,11;nein;nein;2,5;ja;2,999;1;manchmal;PKW;Adipositas_I
31;w;1,56;78,2;manchmal;ja;2,14;2,09;nein;nein;1,51;ja;0;0;manchmal;ÖPV;Adipositas_I
26;w;1,59;80,4;manchmal;ja;2;1;nein;nein;2;ja;0;0;manchmal;ÖPV;Adipositas_I
44;w;1,57;81,8;nie;ja;2,91;1;nein;nein;2;ja;1,3089;0;manchmal;PKW;Adipositas_I
42;w;1,58;81,9;nie;ja;2,49;2,97;nein;nein;1,85;ja;0;0;manchmal;PKW;Adipositas_I
23;w;1,62;82;manchmal;ja;1,06;1;nein;nein;2;ja;0;1,482;manchmal;ÖPV;Adipositas_I
23;w;1,61;82,6;manchmal;ja;2,7;1;nein;nein;2,6;ja;0,2921;2;manchmal;ÖPV;Adipositas_I
24;m;1,73;97,9;nie;ja;2;3;nein;nein;2,84;ja;1,3093;1,3387;manchmal;ÖPV;Adipositas_I
21;m;1,65;88,5;nie;ja;2,43;1;nein;nein;3;ja;1,1726;1;manchmal;ÖPV;Adipositas_I
23;w;1,65;87,3;nie;ja;2,88;1,29;nein;nein;2,78;ja;0,4328;1;manchmal;ÖPV;Adipositas_I
23;w;1,64;84,3;nie;ja;2,18;3;nein;nein;2,72;ja;2,2301;0,0709;manchmal;ÖPV;Adipositas_I
37;w;1,56;77,3;manchmal;ja;2;3;nein;nein;1,63;ja;0;0;manchmal;PKW;Adipositas_I
23;m;1,73;95;nie;ja;2;3;nein;nein;2,29;ja;2,6692;1,2379;manchmal;ÖPV;Adipositas_I
23;m;1,78;97,8;nie;ja;2;3;nein;nein;3;ja;3;2;manchmal;ÖPV;Adipositas_I
22;w;1,64;87,3;nie;ja;3;1;nein;nein;3;ja;1,2809;1,778;manchmal;ÖPV;Adipositas_I
18;w;1,65;82,1;manchmal;ja;3;3;nein;nein;1;ja;1,0298;1,3501;manchmal;ÖPV;Adipositas_I
26;m;1,75;108;manchmal;ja;3;3;nein;nein;1,78;ja;1,7577;0;manchmal;PKW;Adipositas_I
41;w;1,55;77,7;manchmal;ja;2;3;nein;nein;1,41;ja;0;0;manchmal;PKW;Adipositas_I
23;m;1,71;90,5;nie;ja;2;3;nein;nein;1,53;ja;0,9676;1;manchmal;ÖPV;Adipositas_I
38;w;1,56;80;manchmal;ja;2,85;1,14;nein;nein;1,46;ja;1,7181;0;manchmal;PKW;Adipositas_I
31;m;1,67;90;manchmal;ja;2,19;2,03;nein;nein;2,35;ja;1,9469;0;manchmal;PKW;Adipositas_I
23;m;1,66;94,2;nie;ja;2;3;nein;nein;2;ja;0;0,1059;manchmal;ÖPV;Adipositas_I
40;m;1,79;98,4;manchmal;ja;2;3;nein;nein;2,68;ja;1,5497;0,5223;manchmal;PKW;Adipositas_I
23;m;1,76;95,4;nie;ja;2;3;nein;nein;3;ja;3;2;manchmal;ÖPV;Adipositas_I
22;m;1,71;98,7;nie;ja;2;2,98;nein;nein;2,21;ja;2,6989;2;manchmal;ÖPV;Adipositas_I
35;m;1,78;100,8;häufig;ja;2,07;1,48;nein;nein;3;ja;2,0525;0,0927;manchmal;PKW;Adipositas_I
22;w;1,6;82;nie;ja;1,36;2,57;nein;nein;2,17;ja;2,2329;1,2811;manchmal;ÖPV;Adipositas_I
23;w;1,61;82,5;nie;ja;2,1;2,88;nein;nein;2,43;ja;1,887;0;manchmal;ÖPV;Adipositas_I
23;w;1,67;83,2;nie;ja;2,93;1,46;nein;nein;2,78;ja;0,3545;1,707;manchmal;ÖPV;Adipositas_I
41;w;1,54;80;manchmal;ja;2;1,11;nein;nein;1,37;ja;1,6294;0;manchmal;PKW;Adipositas_I
39;w;1,51;79,6;manchmal;ja;2;3;nein;nein;1;ja;0;0;manchmal;PKW;Adipositas_I
26;m;1,66;90;manchmal;ja;2;3;nein;nein;3;ja;0,6693;0,5053;manchmal;PKW;Adipositas_I
24;w;1,55;78;nie;ja;2;1;nein;nein;2;ja;0,8275;0;manchmal;ÖPV;Adipositas_I
21;m;1,78;102,9;nie;ja;2;3;nein;nein;1,69;ja;1,4642;0;manchmal;ÖPV;Adipositas_I
22;m;1,75;96,9;nie;ja;2;3;nein;nein;2,77;ja;2,3593;1,2063;manchmal;ÖPV;Adipositas_I
23;w;1,62;80,6;nie;ja;2;1;nein;nein;2;ja;0,0261;0;manchmal;ÖPV;Adipositas_I
21;m;1,79;105,7;manchmal;ja;2;3;nein;nein;1,16;ja;0,0039;0,527;manchmal;ÖPV;Adipositas_I
18;m;1,85;114,8;manchmal;ja;2;1,85;nein;nein;2,16;ja;1;2;manchmal;ÖPV;Adipositas_I
18;w;1,69;90;manchmal;ja;2,5;3;nein;nein;1,85;ja;1,0661;0,7323;manchmal;ÖPV;Adipositas_I
18;w;1,71;93,3;manchmal;ja;1,71;3;nein;nein;1;ja;0,8999;1;manchmal;ÖPV;Adipositas_I
23;m;1,79;105,1;manchmal;ja;2,26;3;nein;nein;2,03;ja;0,3174;0,5087;manchmal;ÖPV;Adipositas_I
23;m;1,75;106,5;manchmal;ja;2,74;3;nein;nein;2,08;ja;0,6502;0,7691;manchmal;ÖPV;Adipositas_I
21;m;1,78;103,2;nie;ja;2;3;nein;nein;1,61;ja;0,4781;0;manchmal;ÖPV;Adipositas_I
22;m;1,82;106;nie;ja;2;3;nein;nein;2,72;ja;0;0,6216;manchmal;ÖPV;Adipositas_I
18;m;1,79;109;nie;ja;2;1,09;nein;nein;2,28;ja;1;1,6098;manchmal;ÖPV;Adipositas_I
18;m;1,82;108,7;nie;ja;2;1,26;nein;nein;2,5;ja;1;1,4416;manchmal;ÖPV;Adipositas_I
19;w;1,63;82;manchmal;ja;1,08;2,87;nein;nein;1,12;ja;0;1,6168;manchmal;ÖPV;Adipositas_I
23;w;1,63;82;manchmal;ja;2,59;1,48;nein;nein;1,91;ja;0;0,1287;manchmal;ÖPV;Adipositas_I
22;m;1,77;105;manchmal;ja;2,25;3;nein;nein;2,96;ja;1;0;manchmal;ÖPV;Adipositas_I
21;m;1,93;118,6;manchmal;ja;2;3;nein;nein;3;ja;0,7322;1;manchmal;ÖPV;Adipositas_I
22;m;1,95;116,9;manchmal;ja;2;3;nein;nein;3;ja;0,9752;1;manchmal;ÖPV;Adipositas_I
38;w;1,61;80;manchmal;ja;2,04;1,82;nein;nein;1,93;ja;1,8514;0;manchmal;PKW;Adipositas_I
38;w;1,51;75,4;manchmal;ja;2;2,58;nein;nein;1,54;ja;1,8845;0;manchmal;PKW;Adipositas_I
18;m;1,74;97,2;nie;ja;2;3;nein;nein;2;ja;0;0,2333;manchmal;ÖPV;Adipositas_I
38;w;1,57;76,1;manchmal;ja;2;3;nein;nein;2,1;ja;0;0;manchmal;PKW;Adipositas_I
44;w;1,59;76,1;manchmal;ja;2;3;nein;nein;2,09;ja;0;0;manchmal;PKW;Adipositas_I
18;m;1,82;108,4;manchmal;ja;2;2,16;nein;nein;2,09;ja;1;0,6766;manchmal;ÖPV;Adipositas_I
18;m;1,79;108,2;manchmal;ja;2;2,14;nein;nein;2,94;ja;1;0,1031;manchmal;ÖPV;Adipositas_I
30;m;1,83;108,8;manchmal;ja;2;2,88;nein;nein;2,36;ja;0,8773;1,8171;manchmal;PKW;Adipositas_I
18;w;1,67;86,2;nie;ja;2,61;3;nein;nein;1,96;ja;1,186;0;manchmal;ÖPV;Adipositas_I
25;m;1,64;91,3;manchmal;ja;1,04;3;nein;nein;1;ja;0,344;0,3294;manchmal;PKW;Adipositas_I
29;m;1,68;90;manchmal;ja;1,85;3;nein;nein;2,11;ja;0,3883;0;manchmal;PKW;Adipositas_I
18;w;1,61;84,5;nie;ja;2;3;nein;nein;1,05;ja;1;0;manchmal;ÖPV;Adipositas_I
21;m;1,69;96,4;nie;ja;2;2,96;nein;nein;2;ja;0;1,5953;manchmal;ÖPV;Adipositas_I
19;m;1,7;99,2;nie;ja;2;2,12;nein;nein;2;ja;0;1,8825;manchmal;ÖPV;Adipositas_I
18;w;1,6;82,2;nie;ja;2,5;3;nein;nein;1,22;ja;0,245;0,5372;manchmal;ÖPV;Adipositas_I
18;m;1,8;104,7;nie;ja;2;3;nein;nein;3;ja;1,7839;0;manchmal;ÖPV;Adipositas_I
26;m;1,84;105;manchmal;ja;3;3;nein;nein;2,93;ja;2;1,7589;manchmal;ÖPV;Adipositas_I
26;m;1,81;106;manchmal;ja;3;3;nein;nein;2,86;ja;1,8133;0,6802;manchmal;ÖPV;Adipositas_I
37;m;1,79;100,6;häufig;ja;2,03;2,99;nein;nein;2,85;ja;2,0012;0,3604;manchmal;PKW;Adipositas_I
38;m;1,79;100,1;häufig;ja;2,01;2,05;nein;nein;2,18;ja;2,0006;0,8539;manchmal;PKW;Adipositas_I
30;w;1,53;78;nie;ja;2,03;1,92;nein;nein;1,8;ja;0;0;manchmal;ÖPV;Adipositas_I
29;w;1,58;79,7;nie;ja;2;1;nein;nein;2;ja;0,0054;0;manchmal;ÖPV;Adipositas_I
42;w;1,65;86,6;nie;ja;2,82;2,27;nein;nein;1,72;ja;0;0;manchmal;PKW;Adipositas_I
47;w;1,64;82;nie;ja;2,04;1,42;nein;nein;1,83;ja;0;0;manchmal;PKW;Adipositas_I
23;w;1,63;82,4;manchmal;ja;1,85;1,32;nein;nein;2,14;ja;0,248;1,7278;manchmal;ÖPV;Adipositas_I
23;w;1,6;82;manchmal;ja;1,01;1;nein;nein;2;ja;0;0,5859;manchmal;ÖPV;Adipositas_I
23;m;1,65;94,8;nie;ja;2;3;nein;nein;1,49;ja;0,6543;1;manchmal;ÖPV;Adipositas_I
23;m;1,7;95;nie;ja;2;3;nein;nein;2,02;ja;1,8149;1,0666;manchmal;ÖPV;Adipositas_I
23;m;1,65;89,1;nie;ja;2,1;2,96;nein;nein;3;ja;0,6329;1;manchmal;ÖPV;Adipositas_I
24;m;1,66;90;nie;ja;2;3;nein;nein;3;ja;0,6036;0,9691;manchmal;ÖPV;Adipositas_I
23;w;1,63;82,6;nie;ja;2,06;2,93;nein;nein;2,24;ja;0,3806;0,0026;manchmal;ÖPV;Adipositas_I
23;w;1,63;84,5;nie;ja;2,06;2,96;nein;nein;2,01;ja;0,8511;0,6309;manchmal;ÖPV;Adipositas_I
38;w;1,56;79,7;manchmal;ja;2;3;nein;nein;1,27;ja;0;0;manchmal;PKW;Adipositas_I
38;w;1,56;80;manchmal;ja;2,53;1,27;nein;nein;1,89;ja;1,2965;0;manchmal;PKW;Adipositas_I
23;m;1,75;95,3;nie;ja;2;3;nein;nein;3;ja;3;2;manchmal;ÖPV;Adipositas_I
23;m;1,75;95,3;nie;ja;2;3;nein;nein;3;ja;3;2;manchmal;ÖPV;Adipositas_I
21;w;1,65;88,1;nie;ja;2,46;1;nein;nein;3;ja;1,3615;1;manchmal;ÖPV;Adipositas_I
23;w;1,65;87,7;nie;ja;2,98;1,07;nein;nein;2,85;ja;1,1032;1;manchmal;ÖPV;Adipositas_I
16;w;1,65;85,6;nie;ja;2,95;3;nein;nein;1;ja;2,0919;1,0605;manchmal;ÖPV;Adipositas_I
17;w;1,63;85,8;nie;ja;2,06;3;nein;nein;1,23;ja;2,392;1,2561;manchmal;ÖPV;Adipositas_I
29;m;1,77;108,6;manchmal;ja;3;3;nein;nein;1,16;ja;1,866;1,6046;manchmal;PKW;Adipositas_I
30;m;1,76;108,7;manchmal;ja;3;3;nein;nein;1,27;ja;1,9447;0;manchmal;PKW;Adipositas_I
44;w;1,6;77,4;nie;ja;2;3;nein;nein;2,12;ja;0;0;manchmal;PKW;Adipositas_I
41;w;1,57;79,5;nie;ja;2;3;nein;nein;2,95;ja;0;0;manchmal;PKW;Adipositas_I
23;m;1,7;93,6;nie;ja;2;3;nein;nein;1,75;ja;0,4552;0,3352;manchmal;ÖPV;Adipositas_I
23;m;1,74;93,4;nie;ja;2;3;nein;nein;1,25;ja;0,9735;1;manchmal;ÖPV;Adipositas_I
38;w;1,63;80;manchmal;ja;2,45;2,95;nein;nein;1,34;ja;0,1803;0;manchmal;PKW;Adipositas_I
38;w;1,62;80;manchmal;ja;2,97;3;nein;nein;1,64;ja;0;0;manchmal;PKW;Adipositas_I
32;m;1,67;90;manchmal;ja;2,47;1,85;nein;nein;2,1;ja;1,9916;0;manchmal;PKW;Adipositas_I
32;m;1,68;90;manchmal;ja;2,93;2,12;nein;nein;2,04;ja;0,5781;0;manchmal;PKW;Adipositas_I
22;m;1,7;95,6;nie;ja;2;2,97;nein;nein;2;ja;0;0,1693;manchmal;ÖPV;Adipositas_I
22;m;1,72;94,1;nie;ja;2;2,97;nein;nein;2;ja;0;1,2815;manchmal;ÖPV;Adipositas_I
36;m;1,67;90,6;manchmal;ja;2,9;1,51;nein;nein;2,45;ja;1,4547;0;manchmal;PKW;Adipositas_I
40;m;1,79;98;manchmal;ja;2,04;2,21;nein;nein;2,79;ja;1,2596;0,6696;manchmal;PKW;Adipositas_I
